target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
XM_395577.7,0.010586785,0.108935498,0.185077248,0.072407518,14.00895454,0.023640566,0.000123141,0.015605405,0.014178568,0.015605405,LOC412111,LOC412111,GB53729,412111,"PREDICTED: Apis mellifera vigilin (LOC412111), transcript variant"
XM_625095.6,0.010586837,0.108935498,-0.178060855,0.06966255,14.07673342,0.017009378,0.000121689,0.009076927,0.014436924,0.014436924,LOC552720,LOC552720,GB40887,552720,PREDICTED: Apis mellifera V-type proton ATPase subunit E
NM_001205062.1,0.010632154,0.109303144,2.634599544,1.031331281,8.542276671,4.793879148,0.010303178,3.180629458,0.046048915,3.180629458,CYP6AQ1,CYP6AQ1,,408383,"Apis mellifera cytochrome P450 6AQ1 (CYP6AQ1), mRNA."
XM_001122075.5,0.010647147,0.109358672,-0.756581051,0.296225509,10.11178316,0.395430112,0.0022616,0.260987057,0.02029597,0.260987057,LOC726331,LOC726331,GB50585,726331,"PREDICTED: Apis mellifera alpha-2A adrenergic receptor (LOC726331),"
XM_006569618.3,0.010676997,0.109540515,0.355815528,0.139366278,10.27614776,0.08750026,0.001613175,0.056655703,0.018261373,0.056655703,LOC552039,LOC552039,GB44799,552039,"PREDICTED: Apis mellifera uncharacterized LOC552039 (LOC552039),"
XR_408154.3,0.010684067,0.109540515,-0.568218351,0.222580586,5.613228183,0.214235512,0.044429734,0.094367702,0.104196619,0.104196619,LOC102654135,LOC102654135,,102654135,PREDICTED: Apis mellifera uncharacterized LOC102654135
XM_026445386.1,0.010739332,0.110008195,-0.688554588,0.269908345,5.108581258,0.327985246,0.0691258,0.149425744,0.121703281,0.149425744,LOC412775,LOC412775,GB50548,412775,"PREDICTED: Apis mellifera dynein heavy chain 2, axonemal"
XR_003305564.1,0.010794284,0.110471842,-1.196676296,0.469415725,2.895395223,0.974818851,0.405936362,0.236754126,0.255117008,0.255117008,LOC102654613,LOC102654613,,102654613,PREDICTED: Apis mellifera uncharacterized LOC102654613
NM_001142656.2,0.010806888,0.110501638,1.312897376,0.515087558,2.936264259,0.963191402,0.544442423,-0.002041737,0.251503154,0.251503154,GstS4,GstS4,,411045,"Apis mellifera glutathione S-transferase S4 (GstS4), mRNA."
XM_392090.6,0.010831018,0.110649137,0.81655153,0.320454555,9.013302229,0.461909351,0.004520947,0.303552419,0.037128776,0.303552419,LOC408544,LOC408544,GB49476,408544,"PREDICTED: Apis mellifera lysyl oxidase homolog 4 (LOC408544),"
XM_394142.7,0.010906999,0.111228284,0.168237459,0.066087839,11.10898962,0.017210594,0.000979382,0.009461119,0.012123426,0.012123426,LOC410665,LOC410665,GB42192,410665,PREDICTED: Apis mellifera metallophosphoesterase domain-containing
XM_006558620.3,0.010907221,0.111228284,0.159433206,0.062629485,11.46835887,0.0169753,0.000781058,0.010266087,0.010986299,0.010986299,LOC724948,LOC724948,GB47719,724948,"PREDICTED: Apis mellifera protein KRI1 homolog (LOC724948),"
XM_001120111.5,0.010933081,0.111392366,-0.725568566,0.285114699,4.757909357,0.33532315,0.10780545,0.103115091,0.136065724,0.136065724,LOC724307,LOC724307,GB44470,724307,PREDICTED: Apis mellifera paired mesoderm homeobox protein 2-like
NM_001177490.1,0.011016106,0.111758228,-0.187390395,0.073712264,14.48123348,0.01889099,9.78E-05,0.010147735,0.016202687,0.016202687,CytC,CytC,,408270,"Apis mellifera mitochondrial cytochrome C (CytC), mRNA."
XM_394012.4,0.010983806,0.111758228,0.239174158,0.094044071,10.49959267,0.03972195,0.001416578,0.025116283,0.016117506,0.025116283,LOC410533,LOC410533,GB52762,410533,PREDICTED: Apis mellifera ceramide-1-phosphate transfer protein
XR_001705901.2,0.010994746,0.111758228,0.788680945,0.310154375,4.348585493,0.322018906,0.133093951,0.034521556,0.155493257,0.155493257,LOC107965675,LOC107965675,,107965675,PREDICTED: Apis mellifera uncharacterized LOC107965675
XR_411131.3,0.011018003,0.111758228,0.474217413,0.186543533,18.89711778,0.117343322,4.18E-06,0.061608826,0.104391287,0.104391287,LOC102653599,LOC102653599,,102653599,PREDICTED: Apis mellifera uncharacterized LOC102653599
XR_001702612.2,0.011011121,0.111758228,-0.329351615,0.129546354,8.599885939,0.069881367,0.005424054,0.038903704,0.044922719,0.044922719,LOC107964233,LOC107964233,,107964233,PREDICTED: Apis mellifera uncharacterized LOC107964233
XM_395200.7,0.0110389,0.111870666,0.196614408,0.077362627,10.57344669,0.026865542,0.001260306,0.016694622,0.015548435,0.016694622,LOC411732,LOC411732,GB43818,411732,PREDICTED: Apis mellifera trimeric intracellular cation channel
XM_026440572.1,0.011064901,0.112034579,-0.194699029,0.076633778,11.5454051,0.026355019,0.000744444,0.016873764,0.010822434,0.016873764,LOC725569,LOC725569,GB44514,725569,PREDICTED: Apis mellifera UDP-xylose and UDP-N-acetylglucosamine
XM_006564429.3,0.01108287,0.112116948,0.281960462,0.111004778,9.220776541,0.05247332,0.003415358,0.030454784,0.033550825,0.033550825,LOC727424,LOC727424,GB47315,727424,PREDICTED: Apis mellifera mitochondrial thiamine pyrophosphate
XM_006565796.3,0.011101143,0.112195256,-0.613445018,0.241561454,9.90762351,0.26177295,0.002474787,0.172581021,0.023211711,0.172581021,LOC726839,LOC726839,GB41742,726839,PREDICTED: Apis mellifera facilitated trehalose transporter Tret1
XR_003306162.1,0.011110292,0.112195256,-0.563008894,0.221725955,6.83263418,0.220528093,0.019814653,0.127672544,0.075667719,0.127672544,LOC113219274,LOC113219274,,113219274,PREDICTED: Apis mellifera uncharacterized LOC113219274
XM_006558883.3,0.011132597,0.112321012,0.168952291,0.066555722,11.06812675,0.014964833,0.000978089,0.006919765,0.012310904,0.012310904,LOC551809,LOC551809,GB41136,551809,PREDICTED: Apis mellifera putative elongator complex protein 1
XM_393283.6,0.011151885,0.112416131,-0.486150296,0.191555893,8.63912657,0.164530558,0.005186804,0.104894176,0.044158444,0.104894176,LOC409789,LOC409789,GB44146,409789,PREDICTED: Apis mellifera uncharacterized peptidase C1-like protein
XM_393211.7,0.011254065,0.113208774,0.341056993,0.134554674,10.95914048,0.081100766,0.001259341,0.05305554,0.012884538,0.05305554,LOC409712,LOC409712,GB50239,409712,PREDICTED: Apis mellifera short/branched chain specific acyl-CoA
XM_006561157.3,0.011257801,0.113208774,1.097213191,0.4328952,3.150649082,0.57760831,0.328765996,-0.054559891,0.233428767,0.233428767,LOC100576320,LOC100576320,GB50737,100576320,PREDICTED: Apis mellifera uncharacterized LOC100576320
XM_016913816.2,0.011260306,0.113208774,-0.431119829,0.170099528,8.569962297,0.129600764,0.004972012,0.081829536,0.045507201,0.081829536,LOC107964911,LOC107964911,,107964911,"PREDICTED: Apis mellifera CRISP/Allergen/PR-1 (LOC107964911), mRNA."
XM_026443671.1,0.011295807,0.113365753,-0.597734216,0.235940382,5.25108225,0.211861529,0.050599014,0.07526281,0.116404578,0.116404578,LOC102654609,LOC102654609,,102654609,PREDICTED: Apis mellifera uncharacterized abhydrolase
XM_392763.6,0.011290241,0.113365753,0.153520702,0.060594261,12.5995571,0.01229871,0.000357406,0.006100594,0.010657588,0.010657588,LOC409240,LOC409240,GB41882,409240,"PREDICTED: Apis mellifera HMG box-containing protein 4 (LOC409240),"
XM_006563352.3,0.011360708,0.113916828,0.819785309,0.323846165,6.066312722,0.469312184,0.03132245,0.283306567,0.091274895,0.283306567,LOC100577777,LOC100577777,,100577777,PREDICTED: Apis mellifera cysteine-rich venom protein 1
XM_394217.5,0.011374675,0.113956656,-0.291035209,0.114989477,13.77412295,0.059161989,0.000151072,0.039516667,0.013357823,0.039516667,LOC410741,LOC410741,GB51805,410741,PREDICTED: Apis mellifera proton-coupled amino acid
XM_016912388.2,0.011388217,0.113992154,0.452713595,0.178898922,6.77828927,0.097789918,0.019406446,0.026677584,0.076608027,0.076608027,LOC107964502,LOC107964502,,107964502,PREDICTED: Apis mellifera uncharacterized LOC107964502
XM_001121958.5,0.011416791,0.114173162,-0.406229816,0.160585712,9.242116525,0.115336466,0.003731359,0.073631954,0.033199414,0.073631954,LOC726204,LOC726204,GB52039,726204,"PREDICTED: Apis mellifera transcription factor cwo (LOC726204),"
XM_016910785.2,0.011426329,0.114173162,0.409069616,0.161727042,7.414006038,0.096767346,0.012303328,0.043939368,0.06616358,0.06616358,LOC725697,LOC725697,GB55596,725697,"PREDICTED: Apis mellifera protein dead ringer (LOC725697),"
XM_393452.7,0.011441439,0.114224037,-0.748069733,0.295806114,4.374374398,0.351239862,0.108327095,0.110154256,0.154176676,0.154176676,LOC409962,LOC409962,GB12811,409962,"PREDICTED: Apis mellifera loricrin (LOC409962), partial mRNA."
XM_001121570.5,0.011506561,0.114773672,0.181153801,0.071689386,10.76132213,0.022299017,0.00126221,0.013421699,0.014155894,0.014155894,LOC725761,LOC725761,GB45315,725761,PREDICTED: Apis mellifera uncharacterized abhydrolase
XM_001120377.5,0.011586363,0.115363831,0.156418704,0.061960318,11.53651129,0.013505988,0.000677111,0.006839432,0.010840132,0.010840132,LOC724505,LOC724505,GB49859,724505,PREDICTED: Apis mellifera PAN2-PAN3 deadenylation complex catalytic
XM_026439626.1,0.011596084,0.115363831,0.581235165,0.230264796,5.425030035,0.18432951,0.04874143,0.052670736,0.1103242,0.1103242,LOC113218555,LOC113218555,,113218555,PREDICTED: Apis mellifera uncharacterized LOC113218555
XM_016911361.2,0.011592223,0.115363831,0.534352357,0.211681672,8.53446127,0.200079203,0.006161783,0.128265608,0.04620196,0.128265608,LOC100578233,LOC100578233,GB47065,100578233,PREDICTED: Apis mellifera dynein regulatory complex protein 1
XM_026438947.1,0.011623283,0.115533612,-0.435981084,0.172776649,10.83146564,0.133253785,0.001134699,0.088420613,0.013675895,0.088420613,LOC724919,LOC724919,GB55610,724919,PREDICTED: Apis mellifera mitochondrial amidoxime reducing
XR_410770.3,0.011646548,0.115563353,-0.362791261,0.143812042,8.080301333,0.086908973,0.00711832,0.0489963,0.05492739,0.05492739,LOC102653896,LOC102653896,,102653896,PREDICTED: Apis mellifera uncharacterized LOC102653896
XM_396348.7,0.011640213,0.115563353,-0.417041692,0.165304611,9.590486028,0.121958159,0.00275162,0.079225223,0.027953943,0.079225223,LOC412896,LOC412896,GB49696,412896,"PREDICTED: Apis mellifera octopamine receptor beta-2R (LOC412896),"
XR_003305944.1,0.01167911,0.115584664,0.955920775,0.379078745,3.785416406,0.641124949,0.181731786,0.249370299,0.187743665,0.249370299,LOC113219192,LOC113219192,,113219192,PREDICTED: Apis mellifera uncharacterized LOC113219192
XM_006563497.3,0.011677138,0.115584664,0.151873706,0.060225428,12.48277827,0.012764716,0.000373654,0.006747847,0.010507653,0.010507653,LOC552816,LOC552816,GB50042,552816,PREDICTED: Apis mellifera vesicular integral-membrane protein VIP36
XM_623618.6,0.011669129,0.115584664,0.379366415,0.150423129,10.26933184,0.100960924,0.001758346,0.066123007,0.018338703,0.066123007,LOC551223,LOC551223,GB11943,551223,PREDICTED: Apis mellifera probable cytochrome P450 305a1
XM_625180.4,0.011724397,0.115932219,0.174819527,0.069363671,10.87979888,0.014155066,0.001071237,0.005330776,0.01336272,0.01336272,LOC552805,LOC552805,GB44651,552805,"PREDICTED: Apis mellifera protein shifted (LOC552805), transcript"
XM_026444922.1,0.011772312,0.11630514,0.28641139,0.113705087,9.133170579,0.045496967,0.003759497,0.021677721,0.035027043,0.035027043,LOC726227,LOC726227,GB54132,726227,"PREDICTED: Apis mellifera DNA primase small subunit (LOC726227),"
XM_006561820.3,0.011792399,0.116402717,-0.327339193,0.129984371,11.88435619,0.075302813,0.000573285,0.050114525,0.010358546,0.050114525,LOC409007,LOC409007,GB17627,409007,PREDICTED: Apis mellifera heterogeneous nuclear ribonucleoprotein K
XR_003304189.1,0.011806516,0.11644125,0.484909907,0.192586953,12.35749293,0.165282263,0.00039553,0.110873674,0.010385405,0.110873674,LOC113218600,LOC113218600,,113218600,PREDICTED: Apis mellifera uncharacterized LOC113218600
XM_623103.6,0.011842894,0.116699077,0.191109897,0.075933945,14.67790827,0.024644551,8.20E-05,0.016070075,0.017215859,0.017215859,LOC550711,LOC550711,GB40576,550711,PREDICTED: Apis mellifera 60S acidic ribosomal protein P0
NM_001013361.1,0.011884419,0.116830404,-0.638795137,0.253937771,8.631909173,0.287155402,0.006337119,0.187116055,0.044298797,0.187116055,Toll-7,Toll-7,,410902,"Apis mellifera Toll-like receptor 7 (Toll-7), mRNA."
XM_006563990.3,0.011881916,0.116830404,-0.421669615,0.16761975,13.63880039,0.125118837,0.000148523,0.084140618,0.012933862,0.084140618,LOC100578925,LOC100578925,,100578925,"PREDICTED: Apis mellifera protein Tob1 (LOC100578925), transcript"
XM_392828.7,0.011886963,0.116830404,0.155615559,0.06186311,12.92615549,0.014686939,0.000274973,0.0086158,0.01120616,0.01120616,LOC409310,LOC409310,GB42817,409310,"PREDICTED: Apis mellifera CSC1-like protein 2 (LOC409310),"
XM_006568625.3,0.011911718,0.116972865,0.317767736,0.126361615,13.37932904,0.071086067,0.000220351,0.047681422,0.012212072,0.047681422,LOC408592,LOC408592,GB45884,408592,"PREDICTED: Apis mellifera uncharacterized LOC408592 (LOC408592),"
XM_016912883.2,0.011984106,0.117481336,-0.540139278,0.214971225,6.122335612,0.205602741,0.036576065,0.102061818,0.089895941,0.102061818,LOC724783,LOC724783,GB54454,724783,"PREDICTED: Apis mellifera uncharacterized LOC724783 (LOC724783),"
XM_396502.7,0.011977,0.117481336,-0.154842176,0.061620847,11.56956312,0.014736526,0.000615468,0.00840188,0.010775919,0.010775919,LOC413051,LOC413051,GB48048,413051,"PREDICTED: Apis mellifera uncharacterized protein F13E9.13,"
XM_001120327.5,0.012000614,0.117542092,-0.323805857,0.128897126,10.81189106,0.073907706,0.001341382,0.048502025,0.01380698,0.048502025,LOC724465,LOC724465,,724465,PREDICTED: Apis mellifera enhancer of split mbeta protein
XM_026441378.1,0.012076636,0.117982625,0.160973664,0.064135564,11.27178102,0.013469486,0.000818305,0.006224373,0.011521806,0.011521806,LOC412362,LOC412362,GB51634,412362,"PREDICTED: Apis mellifera glucose 1,6-bisphosphate synthase"
XM_001120991.5,0.012067669,0.117982625,-1.006438136,0.400945912,3.441353751,0.688389113,0.271132855,0.182219853,0.211140018,0.211140018,LOC725106,LOC725106,GB55864,725106,PREDICTED: Apis mellifera UDP-glucuronosyltransferase 1-8
XM_006559179.3,0.012067513,0.117982625,-0.17874421,0.071208182,11.54802792,0.022542421,0.00059434,0.014617475,0.010817274,0.014617475,LOC727260,LOC727260,GB46267,727260,"PREDICTED: Apis mellifera uncharacterized LOC727260 (LOC727260),"
XM_006560028.3,0.012121866,0.118323112,-0.313960188,0.125154711,10.03233893,0.069602186,0.001839002,0.045152104,0.021390069,0.045152104,LOC725512,LOC725512,GB54480,725512,PREDICTED: Apis mellifera RISC-loading complex subunit TARBP2
XM_001121593.5,0.0121454,0.118451419,0.150281102,0.05992329,12.02015313,0.013541771,0.000485075,0.007635549,0.010287327,0.010287327,LOC725786,LOC725786,GB52915,725786,PREDICTED: Apis mellifera ubiquitin-like domain-containing CTD
XM_016914073.2,0.012167359,0.118564155,0.151072316,0.060254117,12.53917699,0.01234221,0.000315737,0.00641384,0.010575939,0.010575939,LOC409741,LOC409741,GB45536,409741,PREDICTED: Apis mellifera rho GDP-dissociation inhibitor 2
XM_001121011.5,0.012185354,0.118638107,-0.260691505,0.103996618,11.45136734,0.048030825,0.000796789,0.031649101,0.011025732,0.031649101,LOC725127,LOC725127,GB40906,725127,"PREDICTED: Apis mellifera uncharacterized LOC725127 (LOC725127),"
XM_001120137.4,0.01221798,0.11885426,0.53203472,0.212322553,14.82246075,0.200146256,8.28E-05,0.135159791,0.018033427,0.135159791,LOC724449,LOC724449,GB45912,724449,PREDICTED: Apis mellifera protein lethal(2)essential for life
XM_001121915.5,0.012296867,0.119519676,-1.037899158,0.414577817,6.140102501,0.762540634,0.039372958,0.476251342,0.089469051,0.476251342,LOC726155,LOC726155,GB50577,726155,"PREDICTED: Apis mellifera uncharacterized LOC726155 (LOC726155),"
XM_006570795.3,0.01233203,0.119657421,0.233204398,0.093188642,10.05069453,0.038516052,0.001806292,0.024246077,0.021131893,0.024246077,LOC409261,LOC409261,GB47411,409261,"PREDICTED: Apis mellifera glycerol kinase (LOC409261), transcript"
XM_003249431.4,0.01233081,0.119657421,0.303873631,0.121426418,9.285463279,0.065395346,0.003378454,0.040854671,0.032495853,0.040854671,LOC100576554,LOC100576554,GB51339,100576554,PREDICTED: Apis mellifera cilia- and flagella-associated protein 69
NM_001190421.1,0.012357669,0.119730806,-0.363535789,0.145311854,9.750146239,0.093630987,0.002725085,0.06062152,0.025599312,0.06062152,Dnmt3,Dnmt3,,410798,"Apis mellifera DNA methyltransferase 3 (Dnmt3), mRNA."
XM_625233.6,0.012360596,0.119730806,-0.185931673,0.074322756,13.59170865,0.024493448,0.000181895,0.016389721,0.012794206,0.016389721,LOC550799,LOC550799,GB52735,550799,"PREDICTED: Apis mellifera DAZ-associated protein 2 (LOC550799),"
XM_396469.5,0.01240441,0.120053211,0.198048682,0.079205981,11.88303092,0.027807042,0.00062792,0.018192843,0.010359594,0.018192843,LOC413018,LOC413018,GB40014,413018,"PREDICTED: Apis mellifera exportin-1 (LOC413018), transcript"
XM_392530.7,0.012426026,0.120160411,-0.529153394,0.211677525,11.26530136,0.198566471,0.000946361,0.133475763,0.011542593,0.133475763,LOC409000,LOC409000,GB42584,409000,"PREDICTED: Apis mellifera cell adhesion molecule 2 (LOC409000),"
XM_001122291.5,0.012461853,0.120385801,0.256310284,0.102573805,9.547240107,0.032061253,0.003007496,0.012551394,0.02855666,0.02855666,LOC726564,LOC726564,GB44929,726564,"PREDICTED: Apis mellifera uncharacterized LOC726564 (LOC726564),"
XM_624649.5,0.012470453,0.120385801,-0.149587733,0.059869952,12.20752158,0.011601031,0.000455962,0.005592225,0.010297271,0.010297271,LOC552273,LOC552273,GB45535,552273,PREDICTED: Apis mellifera phosphoribosyl pyrophosphate
XM_393876.7,0.012488835,0.120461255,0.149243333,0.059744596,12.20088298,0.014064215,0.000413307,0.008375257,0.010294943,0.010294943,LOC410396,LOC410396,GB52013,410396,PREDICTED: Apis mellifera isocitrate dehydrogenase [NAD] subunit
XR_003306082.1,0.012542485,0.12067247,-0.871716597,0.349175162,6.136506679,0.539760754,0.030589016,0.335180866,0.089555055,0.335180866,LOC107965486,LOC107965486,,107965486,PREDICTED: Apis mellifera uncharacterized LOC107965486
XR_409094.3,0.012522399,0.12067247,-0.711280028,0.284845772,6.213703657,0.359261022,0.032880305,0.210531036,0.087750963,0.210531036,LOC100577317,LOC100577317,,100577317,PREDICTED: Apis mellifera uncharacterized LOC100577317
XM_026442955.1,0.0125392,0.12067247,-0.46294699,0.185431337,7.175492877,0.152227561,0.01595345,0.087200892,0.069995899,0.087200892,LOC724395,LOC724395,GB42737,724395,"PREDICTED: Apis mellifera mucin-3A (LOC724395), mRNA."
NM_001278707.1,0.012592644,0.120950913,0.165614167,0.066376123,11.89910916,0.019496168,0.00047544,0.012741929,0.010347353,0.012741929,LOC552729,LOC552729,,552729,"Apis mellifera neuroguidin-A-like (LOC552729), mRNA."
